Titulo;Data de inicio;Data de fim;Data publicacao;Local
31ª Reunião intersecretarial por videoconferência;2020/04/29 17:00:00 GMT-3;2020/04/29 17:00:00 GMT-3;2020-04-28T21:37:21-03:00;Local: Gabinete do Prefeito – videoconferência
Despacho com Secretário de Desenvolvimento Urbano – Fernando Chucre e Secretário Executivo do Gabinete do Prefeito – Fabio Lepique;2020/04/29 16:45:00 GMT-3;2020/04/29 16:45:00 GMT-3;2020-04-28T21:36:00-03:00;Local: Gabinete do Prefeito
Almoço com Governador João Doria, Vice-Governador e Secretário de Governo – Rodrigo Garcia, Secretário Estadual da Cultura e Economia Criativa – Sérgio Sá Leitão, Secretário Especial de Defesa do Consumidor – Fernando Capez, Diretor Geral do MIS – Marcos Mendonça e Diretor-Presidente do Memorial da América Latina – Jorge Damião;2020/04/29 13:30:00 GMT-3;2020/04/29 13:30:00 GMT-3;2020-04-28T21:35:13-03:00;Local: Palácio dos Bandeirantes – Ala Residencial
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria e Secretário Municipal de Saúde – Edson Aparecido;2020/04/29 12:30:00 GMT-3;2020/04/29 12:30:00 GMT-3;2020-04-28T21:34:12-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
Reunião do Comitê de Saúde do Governo do Estado, com Governador João Doria e Secretário Municipal de Saúde – Edson Aparecido;2020/04/29 11:30:00 GMT-3;2020/04/29 11:30:00 GMT-3;2020-04-28T21:32:57-03:00;Local: Palácio dos Bandeirantes – Gabinete do Governador
30ª Reunião intersecretarial por videoconferência;2020/04/28 16:30:00 GMT-3;2020/04/28 16:30:00 GMT-3;2020-04-27T21:00:11-03:00;Local: Gabinete do Prefeito – videoconferência
Despacho com Secretário Executivo – Gustavo Pires;2020/04/28 15:00:00 GMT-3;2020/04/28 15:00:00 GMT-3;2020-04-27T20:59:12-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Educação – Bruno Caetano;2020/04/27 16:30:00 GMT-3;2020/04/27 17:00:00 GMT-3;2020-04-26T22:05:42-03:00;Local: Gabinete do Prefeito
29ª Reunião intersecretarial por videoconferência;2020/04/27 15:30:00 GMT-3;2020/04/27 16:00:00 GMT-3;2020-04-26T22:03:30-03:00;Local: Gabinete do Prefeito – videoconferência
Despacho com Secretário Executivo – João Cury;2020/04/27 15:00:00 GMT-3;2020/04/27 15:30:00 GMT-3;2020-04-26T22:01:15-03:00;Local: Gabinete do Prefeito
Almoço com Governador João Doria, Vice-Governador e Secretário de Governo – Rodrigo Garcia, Secretário de Infraestrutura e Meio Ambiente – Marcos Penido, Presidente da SABESP – Benedito Braga e Diretora-Presidente da CETESB – Patrícia Iglecias;2020/04/27 13:30:00 GMT-3;2020/04/27 14:00:00 GMT-3;2020-04-26T21:58:56-03:00;Local: Palácio dos Bandeirantes – Ala Residencial
 Coletiva de Imprensa sobre Coronavírus, com Governador João Doria e Secretário Municipal de Saúde – Edson Aparecido;2020/04/27 12:30:00 GMT-3;2020/04/27 13:00:00 GMT-3;2020-04-26T21:55:41-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
Reunião com o Comitê de Saúde do Governo do Estado, com Governador João Doria e Secretário Municipal de Saúde – Edson Aparecido;2020/04/27 11:30:00 GMT-3;2020/04/27 12:00:00 GMT-3;2020-04-26T21:52:18-03:00;Local: Palácio dos Bandeirantes – Gabinete do Governador
Visita ao Anexo de 100 Novos Leitos para Tratamento da COVID-19 no Hospital Municipal M'Boi Mirim, com Secretário de Saúde – Edson Aparecido;2020/04/27 10:00:00 GMT-3;2020/04/27 11:00:00 GMT-3;2020-04-26T21:47:00-03:00;Local: Hospital Municipal M’Boi Mirim (Estrada do M´Boi Mirim, 5.203 – Jardim Ângela)
Entrevista ao vivo para o Programa “Breaking News” – CNN (SECOM);2020/04/25 14:00:00 GMT-3;2020/04/25 14:00:00 GMT-3;2020-04-24T22:08:28-03:00;Local: Gabinete do Prefeito
Entrevista ao vivo via fone para Eli Corrêa – Rádio Capital (SECOM);2020/04/25 12:00:00 GMT-3;2020/04/25 12:00:00 GMT-3;2020-04-24T22:07:13-03:00;Local: Gabinete do Prefeito
Despacho com Secretário da Casa Civil – Orlando Faria;2020/04/24 17:00:00 GMT-3;2020/04/24 17:00:00 GMT-3;2020-04-23T21:33:00-03:00;Local: Gabinete do Prefeito
28ª Reunião intersecretarial por videoconferência;2020/04/24 15:30:00 GMT-3;2020/04/24 15:30:00 GMT-3;2020-04-23T21:37:43-03:00;Local: Gabinete do Prefeito – videoconferência
Reunião com Comandante-Geral de Apoio da Força Aérea Brasileira – Tenente-Brigadeiro do Ar Carlos de Almeida BAPTISTA JUNIOR (presencial), Secretário de Segurança Urbana – Cel. Celso Aparecido Monari (videoconferência) e Chefe da Assessoria Policial Militar – Ten. Cel. Ana Claudia de Paula (videoconferência);2020/04/24 15:00:00 GMT-3;2020/04/24 15:00:00 GMT-3;2020-04-23T21:36:29-03:00;Local: Gabinete do Prefeito / videoconferência
Representante do Grupo Hamuche – Fauzi Hamuche e Representante do Linck Incorporador – Mário Henrique;2020/04/24 14:45:00 GMT-3;2020/04/24 14:45:00 GMT-3;2020-04-23T21:35:34-03:00;Local: Sala do Chefe de Gabinete – Vitor Sampaio
Reunião por videoconferência com Secretários de Saúde – Edson Aparecido e Casa Civil – Orlando Faria;2020/04/24 14:30:00 GMT-3;2020/04/24 14:30:00 GMT-3;2020-04-23T21:34:40-03:00;Local: Gabinete do Prefeito – videoconferência
Reunião por videoconferência com Coordenadora do Consultório na Rua/ Bom Par – Marta Marques, Coordenador do Centro de Conveniência – Sandro Ricardo Ruiz, Colaboradora do Grupo Vitória – Rose Aydar, Proprietária da MOS Beachwear – Milene Sirotsky, Secretários de Saúde – Edson Aparecido (presencial) e Assistência e Desenvolvimento Social – Berenice Giannella (presencial);2020/04/24 11:00:00 GMT-3;2020/04/24 11:00:00 GMT-3;2020-04-23T21:32:41-03:00;Local: Gabinete do Prefeito
Visita aos Primeiros Leitos para Tratamento da COVID-19 no Hospital Cruz Vermelha e ao Complexo Cruz Vermelha – Cidade Solidária, com Secretários Executivos – Fabio Lepique e Alexandre Youssef, Secretários de Saúde – Edson Aparecido, Desenvolvimento Urbano – Fernando Chucre, Direitos Humanos e Cidadania – Ana Claudia Carletto, Assistência e Desenvolvimento Social – Berenice Giannella e Habitação – João Farias;2020/04/24 10:00:00 GMT-3;2020/04/24 10:00:00 GMT-3;2020-04-23T21:31:49-03:00;Local: Hospital Cruz Vermelha (Av. Moreira Guimarães, 699 – Indianópolis)
27ª Reunião intersecretarial por videoconferência;2020/04/23 15:30:00 GMT-3;2020/04/23 15:30:00 GMT-3;2020-04-22T21:01:36-03:00;Local: Gabinete do Prefeito – videoconferência
Almoço com Governador João Doria, Vice-Governador e Secretário de Governo – Rodrigo Garcia, Secretários Estaduais de Esportes – Aildo Rodrigues, Agricultura e Abastecimento – Gustavo Junqueira, Saúde – José Henrique Germann e Relações Internacionais – Julio Serson;2020/04/23 13:30:00 GMT-3;2020/04/23 13:30:00 GMT-3;2020-04-22T20:59:44-03:00;Local: Palácio dos Bandeirantes – Ala Residencial
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria e Secretário Municipal de Saúde – Edson Aparecido;2020/04/23 12:30:00 GMT-3;2020/04/23 12:30:00 GMT-3;2020-04-22T20:58:36-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
Reunião com o Comitê de Saúde do Governo do Estado, com Governador João Doria e Secretário Municipal de Saúde – Edson Aparecido;2020/04/23 11:30:00 GMT-3;2020/04/23 11:30:00 GMT-3;2020-04-22T20:57:25-03:00;Local: Palácio dos Bandeirantes – Gabinete do Governador
Gravação via fone para o Programa "Construindo Cidadania" – Rádio 9 de Julho;2020/04/23 10:00:00 GMT-3;2020/04/23 10:00:00 GMT-3;2020-04-22T20:56:09-03:00;Local: Gabinete do Prefeito
Entrevista ao vivo via fone para o Programa "Bandnews São Paulo" – Rádio Bandeirantes;2020/04/23 09:30:00 GMT-3;2020/04/23 09:30:00 GMT-3;2020-04-22T20:55:13-03:00;Local: Gabinete do Prefeito
26ª Reunião intersecretarial por videoconferência;2020/04/22 18:00:00 GMT-3;2020/04/22 18:00:00 GMT-3;2020-04-21T22:54:49-03:00;Local: Gabinete do Prefeito – videoconferência
Participa de Webinar do Portal J;2020/04/22 16:00:00 GMT-3;2020/04/22 16:00:00 GMT-3;2020-04-21T22:53:47-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo – Gustavo Pires;2020/04/22 15:00:00 GMT-3;2020/04/22 15:00:00 GMT-3;2020-04-21T22:52:55-03:00;Local: Gabinete do Prefeito
Despacho com Secretário da Casa Civil – Orlando Faria;2020/04/22 11:00:00 GMT-3;2020/04/22 11:00:00 GMT-3;2020-04-21T22:51:48-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Governo – Mauro Ricardo;2020/04/22 10:00:00 GMT-3;2020/04/22 10:00:00 GMT-3;2020-04-21T22:50:51-03:00;Local: Gabinete do Prefeito
Visita aos Primeiros 30 Leitos para Tratamento do COVID-19 no Hospital Municipal da Bela Vista, com Secretário de Saúde – Edson Aparecido;2020/04/18 09:30:00 GMT-3;2020/04/18 09:30:00 GMT-3;2020-04-17T21:29:22-03:00;Local: Hospital Municipal da Bela Vista (Rua Antônio Carlos, 122 – Consolação)
25ª Reunião intersecretarial por videoconferência;2020/04/17 17:30:00 GMT-3;2020/04/17 17:30:00 GMT-3;2020-04-16T21:29:25-03:00;Local: Gabinete do Prefeito – videoconferência
Reunião com Vereador André Santos e Secretário da Casa Civil – Orlando Faria;2020/04/17 17:00:00 GMT-3;2020/04/17 17:00:00 GMT-3;2020-04-16T21:28:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Governo – Mauro Ricardo;2020/04/17 16:30:00 GMT-3;2020/04/17 16:30:00 GMT-3;2020-04-16T21:27:14-03:00;Local: Gabinete do Prefeito
Almoço com Governador João Doria, Vice-Governador e Secretário de Governo – Rodrigo Garcia, Secretários Estaduais de Cultura e Economia Criativa – Sérgio Sá Leitão, Justiça e Cidadania – Paulo Dimas e Secretário Municipal de Saúde – Edson Aparecido;2020/04/17 13:30:00 GMT-3;2020/04/17 13:30:00 GMT-3;2020-04-16T21:26:03-03:00;Local: Palácio dos Bandeirantes – Ala Residencial
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria e Secretário Municipal de Saúde – Edson Aparecido;2020/04/17 12:30:00 GMT-3;2020/04/17 12:30:00 GMT-3;2020-04-16T21:24:26-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
Entrevista ao vivo via fone para o Programa "Bora SP" – TV Bandeirantes;2020/04/17 07:30:00 GMT-3;2020/04/17 07:30:00 GMT-3;2020-04-16T21:23:26-03:00;Local: Gabinete do Prefeito
Despacho com Chefe de Gabinete - Vitor Sampaio;2020/04/16 17:30:00 GMT-3;2020/04/16 17:30:00 GMT-3;2020-04-16T15:43:32-03:00;Local: Gabinete do Prefeito
Gravação para TV Globo;2020/04/16 17:00:00 GMT-3;2020/04/16 17:00:00 GMT-3;2020-04-16T15:42:16-03:00;Local: Gabinete do Prefeito
24ª Reunião intersecretarial por videoconferência;2020/04/16 16:15:00 GMT-3;2020/04/16 16:15:00 GMT-3;2020-04-15T21:22:49-03:00;Local: Gabinete do Prefeito – videoconferência
Entrevista para Agência espanhola de notícias EFE;2020/04/16 15:30:00 GMT-3;2020/04/16 15:30:00 GMT-3;2020-04-15T21:21:40-03:00;Local: Gabinete do Prefeito
Reunião com Reitor da Faculdade Zumbi dos Palmares – José Vicente e Secretária de Direitos Humanos e Cidadania – Ana Claudia Carletto;2020/04/16 15:00:00 GMT-3;2020/04/16 15:00:00 GMT-3;2020-04-15T21:20:33-03:00;Local: Gabinete do Prefeito
Almoço com Governador João Doria, Vice-Governador e Secretário de Governo – Rodrigo Garcia, Secretário Particular e Chefe de Gabinete do Governador – Wilson Pedroso, Secretários Estaduais da Habitação – Flávio Amary, Turismo – Vinicius Lummertz, Saúde – José Henrique Germann e Logística e Transportes – João Octaviano;2020/04/16 13:30:00 GMT-3;2020/04/16 13:30:00 GMT-3;2020-04-15T21:19:26-03:00;Local: Palácio dos Bandeirantes – Ala Residencial
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria e Secretário Municipal de Saúde – Edson Aparecido;2020/04/16 12:30:00 GMT-3;2020/04/16 12:30:00 GMT-3;2020-04-15T21:18:27-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
23ª Reunião intersecretarial por videoconferência;2020/04/15 16:00:00 GMT-3;2020/04/15 16:00:00 GMT-3;2020-04-14T21:40:02-03:00;Local: Gabinete do Prefeito – videoconferência
Reunião por videoconferência com Sócio Líder de Cyber Risk & Resilience (Coordenação Geral dos Serviços) da Deloitte – André Gargaro, Diretor de Strategic/ Regulatory Risk (PMO) da Deloitte – Danilo L. Santos, Gerente Sênior de Strategic/ Regulatory Risk (Central de Informações) da Deilotte – Fábio Kenzo, Gerente de Crisis Management (Cenários e Planos de Respostas) da Deilotte – Laura Coelho, Secretário Executivo de Relações Internacionais – Luiz Alvaro (presencial) e Chefe de Gabinete do Prefeito – Vitor Sampaio (presencial);2020/04/15 15:30:00 GMT-3;2020/04/15 15:30:00 GMT-3;2020-04-14T21:38:56-03:00;Local: Gabinete do Prefeito – videoconferência
Visita a equipamento público;2020/04/15 14:30:00 GMT-3;2020/04/15 14:30:00 GMT-3;2020-04-14T21:37:36-03:00;Prefeitura
Despacho com Secretário de Desenvolvimento Urbano – Fernando Chucre;2020/04/15 11:30:00 GMT-3;2020/04/15 11:30:00 GMT-3;2020-04-14T21:36:42-03:00;Local: Gabinete do Prefeito
22ª Reunião intersecretarial por videoconferência;2020/04/14 16:30:00 GMT-3;2020/04/14 16:30:00 GMT-3;2020-04-13T21:26:51-03:00;Local: Gabinete do Prefeito – videoconferência
Despacho com Secretário de Segurança Urbana – Cel. Celso Aparecido Monari;2020/04/14 16:00:00 GMT-3;2020/04/14 16:00:00 GMT-3;2020-04-13T21:25:48-03:00;Local: Gabinete do Prefeito
Entrevista via fone para o Jornal francês Le Monde no Brasil;2020/04/14 15:30:00 GMT-3;2020/04/14 15:30:00 GMT-3;2020-04-13T21:24:20-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação - Marcus Vinicius Sinval;2020/04/14 15:15:00 GMT-3;2020/04/14 15:15:00 GMT-3;2020-04-13T21:23:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Subprefeituras - Alexandre Modonezi;2020/04/14 14:45:00 GMT-3;2020/04/14 14:45:00 GMT-3;2020-04-14T12:54:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo de Relações Federativas e Metropolitanas – Ricardo Tripoli;2020/04/14 11:30:00 GMT-3;2020/04/14 11:30:00 GMT-3;2020-04-13T21:22:24-03:00;Local: Gabinete do Prefeito
Entrevista ao vivo para o novo programa da Rede Vida, “Acredite”, com apresentação de Dunga;2020/04/13 20:30:00 GMT-3;2020/04/13 20:30:00 GMT-3;2020-04-12T21:20:00-03:00;Local: Estúdio da Rede Vida (Av. Pacaembu, 982)
21ª Reunião intersecretarial por videoconferência;2020/04/13 16:30:00 GMT-3;2020/04/13 16:30:00 GMT-3;2020-04-12T21:17:00-03:00;Local: Gabinete do Prefeito - videoconferência

Despacho com Secretário da Casa Civil – Orlando Faria;2020/04/13 16:00:00 GMT-3;2020/04/13 16:00:00 GMT-3;2020-04-12T18:47:00-03:00;Local: Gabinete do Prefeito
Reunião por videoconferência com Diretores de Hospitais e Secretário de Saúde – Edson Aparecido ;2020/04/13 15:30:00 GMT-3;2020/04/13 15:30:00 GMT-3;2020-04-13T12:16:30-03:00;Local: Gabinete do Prefeito - videoconferência
Despacho por videoconferência com Secretário de Cultura – Hugo Possolo e Secretário Executivo – Alexandre Youssef;2020/04/13 15:00:00 GMT-3;2020/04/13 15:00:00 GMT-3;2020-04-12T21:08:44-03:00;Local: Gabinete do Prefeito – videoconferência

Almoço com Governador João Doria, Presidente da Assembleia Legislativa do Estado de São Paulo (Alesp) – Deputado Estadual Cauê Macris, Vice-Governador e Secretário de Governo – Rodrigo Garcia e Secretário Particular e Chefe de Gabinete do Governador – Wilson Pedroso ;2020/04/13 13:30:00 GMT-3;2020/04/13 13:30:00 GMT-3;2020-04-12T19:54:00-03:00;Local: Palácio dos Bandeirantes – Ala Residencial

Coletiva de Imprensa sobre Coronavírus, com Governador João Doria;2020/04/13 12:30:00 GMT-3;2020/04/13 12:30:00 GMT-3;2020-04-12T19:51:00-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
Abertura da Videoconferência com representantes das Organizações Sociais de Saúde e Secretário de Saúde –Edson Aparecido;2020/04/13 10:00:00 GMT-3;2020/04/13 10:00:00 GMT-3;2020-04-12T18:44:00-03:00;Local: Gabinete do Prefeito - videoconferência 
Sem compromissos oficiais;2020/04/12 00:00:00 GMT-3;2020/04/12 00:00:00 GMT-3;2020-04-10T16:59:00-03:00;Prefeitura
Gravação para o Programa "Fantástico" – Rede Globo ;2020/04/11 14:00:00 GMT-3;2020/04/11 14:00:00 GMT-3;2020-04-10T16:57:00-03:00;Local: Gabinete do Prefeito
Entrevista ao vivo para o Jornal da Globonews;2020/04/10 16:30:00 GMT-3;2020/04/10 16:30:00 GMT-3;2020-04-10T16:29:52-03:00;Local: Saguão do 5º andar
Visita a equipamento público;2020/04/10 10:30:00 GMT-3;2020/04/10 10:30:00 GMT-3;2020-04-09T21:35:10-03:00;Prefeitura
Entrevista online ao vivo para o Especial Plantão Coronavírus na Record TV (SECOM);2020/04/09 22:30:00 GMT-3;2020/04/09 22:30:00 GMT-3;2020-04-09T19:17:03-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo – Gustavo Pires;2020/04/09 17:00:00 GMT-3;2020/04/09 17:00:00 GMT-3;2020-04-08T21:35:29-03:00;Local: Gabinete do Prefeito
20ª Reunião intersecretarial por videoconferência;2020/04/09 16:00:00 GMT-3;2020/04/09 16:00:00 GMT-3;2020-04-08T21:34:10-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek e Comunicação – Marcus Vinicius Sinval;2020/04/09 15:30:00 GMT-3;2020/04/09 15:30:00 GMT-3;2020-04-08T21:32:56-03:00;Local: Gabinete do Prefeito
Gravação de entrevista para a CNN Brasil;2020/04/09 15:00:00 GMT-3;2020/04/09 15:00:00 GMT-3;2020-04-08T21:31:40-03:00;Local: Gabinete do Prefeito
Almoço com Governador João Doria, Vice-Governador e Secretário de Governo – Rodrigo Garcia e Secretário Particular e Chefe de Gabinete do Governador – Wilson Pedroso;2020/04/09 13:30:00 GMT-3;2020/04/09 13:30:00 GMT-3;2020-04-08T21:30:20-03:00;Local: Palácio dos Bandeirantes – Gabinete do Governador
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria, Secretários Municipais de Saúde – Edson Aparecido e Desenvolvimento Econômico e Trabalho – Aline Cardoso;2020/04/09 12:30:00 GMT-3;2020/04/09 12:30:00 GMT-3;2020-04-08T21:29:04-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
Despacho com Secretária de Desenvolvimento Econômico e Trabalho – Aline Cardoso;2020/04/09 11:30:00 GMT-3;2020/04/09 11:30:00 GMT-3;2020-04-08T21:27:46-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Mauro Ricardo (presencial), Infraestrutura Urbana e Obras – Vitor Aly (videoconferência), Subsecretário de Desestatização – Manuelito Pereira Magalhães Junior (videoconferência), Diretor-Presidente da São Paulo Parcerias – Rogério Ceron (videoconferência) e Gerente de Projetos da São Paulo Parcerias – Maíra Madrid (videoconferência);2020/04/09 11:00:00 GMT-3;2020/04/09 11:00:00 GMT-3;2020-04-08T21:26:28-03:00;Local: Gabinete do Prefeito
Vereador João Jorge;2020/04/08 17:00:00 GMT-3;2020/04/08 17:00:00 GMT-3;2020-04-08T13:56:23-03:00;Local: Gabinete do Prefeito
19ª Reunião intersecretarial por videoconferência;2020/04/08 16:00:00 GMT-3;2020/04/08 16:00:00 GMT-3;2020-04-07T21:20:35-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek e Comunicação – Marcus Vinicius Sinval;2020/04/08 15:30:00 GMT-3;2020/04/08 15:30:00 GMT-3;2020-04-07T21:19:28-03:00;Local: Gabinete do Prefeito
Reunião com Representante Credenciado do Consórcio Estrela Instantânea – Roberto Quattrini (videoconferência), Sócio da TozziniFreire Advogados – Vinicius Jucá Alves (videoconferência), Secretário Executivo do Gabinete do Prefeito – João Cury (presencial), Secretários de Governo – Mauro Ricardo (videoconferência), Fazenda – Philippe Duchateau (videoconferência), Justiça – Rubens Rizek (presencial), Diretor-Presidente da SP Negócios – Aloysio Nunes (videoconferência) e Diretora de Investimentos e Novos Negócios da SP Negócios – Silvana Buzzi (videoconferência);2020/04/08 15:00:00 GMT-3;2020/04/08 15:00:00 GMT-3;2020-04-07T21:22:00-03:00;Local: Gabinete do Prefeito – videoconferência
Despacho com Secretário de Licenciamento – César Azevedo;2020/04/08 14:30:00 GMT-3;2020/04/08 14:30:00 GMT-3;2020-04-07T21:18:25-03:00;Local: Gabinete do Prefeito
18ª Reunião intersecretarial por videoconferência;2020/04/07 16:00:00 GMT-3;2020/04/07 16:00:00 GMT-3;2020-04-06T21:23:42-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek e Comunicação – Marcus Vinicius Sinval;2020/04/07 15:30:00 GMT-3;2020/04/07 15:30:00 GMT-3;2020-04-06T21:22:34-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo – Gustavo Pires;2020/04/07 15:00:00 GMT-3;2020/04/07 15:00:00 GMT-3;2020-04-06T21:21:34-03:00;Local: Gabinete do Prefeito
Coletiva de Imprensa online via youtube – Lançamento do Programa Cidade Solidária;2020/04/07 11:00:00 GMT-3;2020/04/07 11:00:00 GMT-3;2020-04-06T21:20:32-03:00;Prefeitura
Entrevista ao vivo via fone para o Programa Jornal da Manhã – Rádio Jovem Pan;2020/04/07 09:10:00 GMT-3;2020/04/07 09:10:00 GMT-3;2020-04-06T21:19:36-03:00;Local: Gabinete do Prefeito
17ª Reunião intersecretarial por videoconferência;2020/04/06 17:30:00 GMT-3;2020/04/06 17:30:00 GMT-3;2020-04-05T20:40:25-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek e Comunicação – Marcus Vinicius Sinval;2020/04/06 17:00:00 GMT-3;2020/04/06 17:00:00 GMT-3;2020-04-05T20:39:15-03:00;Local: Gabinete do Prefeito
Reunião por videoconferência com Deputado Federal Paulo Pereira da Silva "Paulinho da Força", Chefe de Gabinete do Governador – Wilson Pedroso e Secretários da Casa Civil – Orlando Faria e Saúde – Edson Aparecido;2020/04/06 16:15:00 GMT-3;2020/04/06 16:15:00 GMT-3;2020-04-05T20:38:00-03:00;Local: Gabinete do Prefeito – videoconferência
"Câmara Técnica" por videoconferência – Coronavírus, com Presidente do TCM – Conselheiro João Antonio, Conselheiros do TCM – Mauricio Faria e Domingos Dissei, Secretário-Geral do TCM – Ricardo Epaminondas Panato, Subsecretário de Fiscalização e Controle do TCM – Lívio Mário Fornazieri, Presidente da CMSP – Vereador Eduardo Tuma, Vereadores Milton Leite, Patrícia Bezerra, Antonio Donato, Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek, Saúde – Edson Aparecido e Chefe de Gabinete do Prefeito – Vitor Sampaio;2020/04/06 15:30:00 GMT-3;2020/04/06 15:30:00 GMT-3;2020-04-05T20:36:39-03:00;Local: Gabinete do Prefeito – videoconferência
Reunião com Vereador Souza Santos (presencial), Proprietário da TTV Média (Uruguai) e Sports Summit – Sebastian Lateulade (videoconferência), Advogado – Audinei Azevedo (videoconferência), Proprietário da Sity Holding e Tecnologia – Fernando Angelo (videoconferência), Bispo da Igreja Universal do Reino de Deus – Alessandro Paschoal (videoconferência), Secretários da Casa Civil – Orlando Faria (presencial), Esportes e Lazer – Mauricio Bezerra Landim (videoconferência) e Secretário Executivo de Relações Internacionais – Luiz Alvaro (videoconferência);2020/04/06 15:00:00 GMT-3;2020/04/06 15:00:00 GMT-3;2020-04-05T20:35:00-03:00;Local: Gabinete do Prefeito – videoconferência
Almoço com Governador João Doria, Vice-Governador e Secretário de Governo – Rodrigo Garcia e Chefe de Gabinete do Governador – Wilson Pedroso;2020/04/06 13:30:00 GMT-3;2020/04/06 13:30:00 GMT-3;2020-04-05T20:33:49-03:00;Local: Palácio dos Bandeirantes – Ala Residencial
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria e Secretário Municipal de Saúde – Edson Aparecido;2020/04/06 12:30:00 GMT-3;2020/04/06 12:30:00 GMT-3;2020-04-05T20:32:30-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
Despacho com Subprefeito de Cidade Ademar – José Rubens e Secretário da Casa Civil – Orlando Faria;2020/04/06 11:30:00 GMT-3;2020/04/06 11:30:00 GMT-3;2020-04-05T20:31:23-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Habitação – João Farias;2020/04/06 11:00:00 GMT-3;2020/04/06 11:00:00 GMT-3;2020-04-05T20:30:09-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo – Gustavo Pires;2020/04/03 18:30:00 GMT-3;2020/04/03 18:30:00 GMT-3;2020-04-02T21:37:53-03:00;Local: Gabinete do Prefeito
16ª Reunião intersecretarial por videoconferência;2020/04/03 17:30:00 GMT-3;2020/04/03 17:30:00 GMT-3;2020-04-02T21:36:46-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Governo – Mauro Ricardo;2020/04/03 17:00:00 GMT-3;2020/04/03 17:00:00 GMT-3;2020-04-02T21:35:41-03:00;Local: Gabinete do Prefeito
Gravação via fone para a TV Gazeta;2020/04/03 16:30:00 GMT-3;2020/04/03 16:30:00 GMT-3;2020-04-02T21:34:36-03:00;Local: Gabinete do Prefeito
Despacho com Secretário da Casa Civil – Orlando Faria;2020/04/03 16:00:00 GMT-3;2020/04/03 16:00:00 GMT-3;2020-04-02T21:32:00-03:00;Local: Gabinete do Prefeito
Visita a equipamento público;2020/04/03 14:30:00 GMT-3;2020/04/03 14:30:00 GMT-3;2020-04-02T21:33:00-03:00;Prefeitura
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria e Diretora do Departamento de Apoio à Atenção a Saúde/SMS – Athene Maria de Marco França Mauro;2020/04/03 13:30:00 GMT-3;2020/04/03 13:30:00 GMT-3;2020-04-02T21:31:00-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
Despacho com Secretário da Casa Civil – Orlando Faria;2020/04/03 11:30:00 GMT-3;2020/04/03 11:30:00 GMT-3;2020-04-02T21:30:33-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Comunicação – Marcus Vinicius Sinval e Educação – Bruno Caetano;2020/04/03 11:00:00 GMT-3;2020/04/03 11:00:00 GMT-3;2020-04-02T21:29:29-03:00;Local: Gabinete do Prefeito
Entrevista ao vivo via fone para o Programa "Nova Manhã" – Rádio Nova Brasil FM, com Apresentadora Mariana Godoy;2020/04/03 07:45:00 GMT-3;2020/04/03 07:45:00 GMT-3;2020-04-02T21:28:28-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Cultura - Alexandre Youssef;2020/04/02 18:30:00 GMT-3;2020/04/02 18:30:00 GMT-3;2020-04-02T15:26:28-03:00;Local: Gabinete do Prefeito
15ª Reunião intersecretarial por videoconferência;2020/04/02 17:30:00 GMT-3;2020/04/02 17:30:00 GMT-3;2020-04-01T21:43:45-03:00;Local: Gabinete do Prefeito
